num_pokedex,nombre,tipo1,tipo2,habilidad1,habilidad2,hab_oculta,peso,altura,ps,ataque,defensa,spatk,spdef,velocidad
0818,Inteleon,Tipo agua,,Torrente,,Francotirador,"45,2 kg","1,9 m",70,85,65,125,65,120
0819,Skwovet,Tipo normal,,Carrillo,,Gula,"2,5 kg","0,3 m",70,55,55,35,35,25
0820,Greedent,Tipo normal,,Carrillo,,Gula,"6,0 kg","0,6 m",120,95,95,55,75,20
0821,Rookidee,Tipo volador,,Vista lince,Nerviosismo,Sacapecho,"1,8 kg","0,2 m",38,47,35,33,35,57
0822,Corvisquire,Tipo volador,,Vista lince,Nerviosismo,Sacapecho,"16,0 kg","0,8 m",68,67,55,43,55,77
0823,Corviknight,Tipo volador,Tipo acero,Presión,Nerviosismo,Coraza reflejo,"75,0 kg","2,2 m",98,87,105,53,85,67
0824,Blipbug,Tipo bicho,,Enjambre,Ojo compuesto,Telepatía,"8,0 kg","0,4 m",25,20,20,25,45,45
0825,Dottler,Tipo bicho,Tipo psíquico,Enjambre,Ojo compuesto,Telepatía,"19,5 kg","0,4 m",50,35,80,50,90,30
0826,Orbeetle,Tipo bicho,Tipo psíquico,Enjambre,Cacheo,Telepatía,"40,8 kg","0,4 m",60,45,110,80,120,90
0827,Nickit,Tipo siniestro,,Fuga,Liviano,Vigilante,"8,9 kg","0,6 m",40,28,28,47,52,50
0828,Thievul,Tipo siniestro,,Fuga,Liviano,Vigilante,"19,9 kg","1,2 m",70,58,58,87,92,90
0829,Gossifleur,Tipo planta,,Pelusa,Regeneración,Efecto espora,"2,2 kg","0,4 m",40,40,60,40,60,10
0830,Eldegoss,Tipo planta,,Pelusa,Regeneración,Efecto espora,"2,5 kg","0,5 m",60,50,90,80,120,60
0831,Wooloo,Tipo normal,,Peluche,Fuga,Antibalas,"6,0 kg","0,6 m",42,40,55,40,45,48
0832,Dubwool,Tipo normal,,Peluche,Impasible,Antibalas,"43,0 kg","1,3 m",72,80,100,60,90,88
0833,Chewtle,Tipo agua,,Mandíbula fuerte,Caparazón,Nado rápido,"8,5 kg","0,3 m",50,64,50,38,38,44
0834,Drednaw,Tipo agua,Tipo roca,Mandíbula fuerte,Caparazón,Nado rápido,"115,5 kg","1,0 m",90,115,90,48,68,74
0835,Yamper,Tipo eléctrico,,Recogebolas,,Cobardía,"13,5 kg","0,3 m",59,45,50,40,50,26
0836,Boltund,Tipo eléctrico,,Mandíbula fuerte,,Tenacidad,"34,0 kg","1,0 m",69,90,60,90,60,121
0837,Rolycoly,Tipo roca,,Combustible,Ignífugo,Absorbe fuego,"12,0 kg","0,3 m",30,40,50,40,50,30
0838,Carkol,Tipo roca,Tipo fuego,Combustible,Cuerpo llama,Absorbe fuego,"78,0 kg","1,1 m",80,60,90,60,70,50
0839,Coalossal,Tipo roca,Tipo fuego,Combustible,Cuerpo llama,Absorbe fuego,"310,5 kg","2,8 m",110,80,120,80,90,30
0840,Applin,Tipo planta,Tipo dragón,Maduración,Gula,Antibalas,"0,5 kg","0,2 m",40,40,80,40,40,20
0841,Flapple,Tipo planta,Tipo dragón,Maduración,Gula,Entusiasmo,"1,0 kg","0,3 m",70,110,80,95,60,70
0842,Appletun,Tipo planta,Tipo dragón,Maduración,Gula,Sebo,"13,0 kg","0,4 m",110,85,80,100,80,30
0843,Silicobra,Tipo tierra,,Expulsarena,Mudar,Velo arena,"7,6 kg","2,2 m",52,57,75,35,50,46
0844,Sandaconda,Tipo tierra,,Expulsarena,Mudar,Velo arena,"65,5 kg","3,8 m",72,107,125,65,70,71
0845,Cramorant,Tipo volador,Tipo agua,Tragamisil,,,"18,0 kg","0,8 m",70,85,55,85,95,85
0846,Arrokuda,Tipo agua,,Nado rápido,,Hélice caudal,"1,0 kg","0,5 m",41,63,40,40,30,66
0847,Barraskewda,Tipo agua,,Nado rápido,,Hélice caudal,"30,0 kg","1,3 m",61,123,60,60,50,136
0848,Toxel,Tipo eléctrico,Tipo veneno,Cobardía,Electricidad estática,Zoquete,"11,0 kg","0,4 m",40,38,35,54,35,40
0849,Toxtricity,Tipo eléctrico,Tipo veneno,Punk rock,Más,Experto,"40,0 kg","1,6 m",75,98,70,114,70,75
0850,Sizzlipede,Tipo fuego,Tipo bicho,Absorbe fuego,Humo blanco,Cuerpo llama,"1,0 kg","0,7 m",50,65,45,50,50,45
0851,Centiskorch,Tipo fuego,Tipo bicho,Absorbe fuego,Humo blanco,Cuerpo llama,"120,0 kg","3,0 m",100,115,65,90,90,65
0852,Clobbopus,Tipo lucha,,Flexibilidad,,Experto,"4,0 kg","0,6 m",50,68,60,50,50,32
0853,Grapploct,Tipo lucha,,Flexibilidad,,Experto,"39,0 kg","1,6 m",80,118,90,70,80,42
0854,Sinistea,Tipo fantasma,,Armadura frágil,,Cuerpo maldito,"0,2 kg","0,1 m",40,45,45,74,54,50
0855,Polteageist,Tipo fantasma,,Armadura frágil,,Cuerpo maldito,"0,4 kg","0,2 m",60,65,65,134,114,70
0856,Hatenna,Tipo psíquico,,Alma cura,Anticipación,Espejo mágico,"3,4 kg","0,4 m",42,30,45,56,53,39
0857,Hattrem,Tipo psíquico,,Alma cura,Anticipación,Espejo mágico,"4,8 kg","0,6 m",57,40,65,86,73,49
0858,Hatterene,Tipo psíquico,Tipo hada,Alma cura,Anticipación,Espejo mágico,"5,1 kg","2,1 m",57,90,95,136,103,29
0859,Impidimp,Tipo siniestro,Tipo hada,Bromista,Cacheo,Hurto,"5,5 kg","0,4 m",45,45,30,55,40,50
0860,Morgrem,Tipo siniestro,Tipo hada,Bromista,Cacheo,Hurto,"12,5 kg","0,8 m",65,60,45,75,55,70
0861,Grimmsnarl,Tipo siniestro,Tipo hada,Bromista,Cacheo,Hurto,"61,0 kg","1,5 m",95,120,65,95,75,60
0862,Obstagoon,Tipo siniestro,Tipo normal,Audaz,Agallas,Competitivo,"46,0 kg","1,6 m",93,90,101,60,81,95
0863,Perrserker,Tipo acero,,Armadura batalla,Garra dura,Alma acerada,"28,0 kg","0,8 m",70,110,100,50,60,50
0864,Cursola,Tipo fantasma,,Armadura frágil,,Cuerpo mortal,"0,4 kg","1,0 m",60,95,50,145,130,30
0865,Sirfetch'd,Tipo lucha,,Impasible,,Intrépido,"117,0 kg","0,8 m",62,135,95,68,82,65
0866,Mr. Rime,Tipo hielo,Tipo psíquico,Tumbos,Antibarrera,Gélido,"58,2 kg","1,5 m",80,85,75,110,100,70
0867,Runerigus,Tipo tierra,Tipo fantasma,Alma errante,,,"66,6 kg","1,6 m",58,95,145,50,105,30
0868,Milcery,Tipo hada,,Velo dulce,,Velo aroma,"0,3 kg","0,2 m",45,40,40,50,61,34
0869,Alcremie,Tipo hada,,Velo dulce,,Velo aroma,"0,5 kg","0,3 m",65,60,75,110,121,64
0870,Falinks,Tipo lucha,,Armadura batalla,,Competitivo,"62,0 kg","3,0 m",65,100,100,70,60,75
0871,Pincurchin,Tipo eléctrico,,Pararrayos,,Electrogénesis,"1,0 kg","0,3 m",48,101,95,91,85,15
0872,Snom,Tipo hielo,Tipo bicho,Polvo escudo,,Escama de hielo,"3,8 kg","0,3 m",30,25,35,45,30,20
0873,Frosmoth,Tipo hielo,Tipo bicho,Polvo escudo,,Escama de hielo,"42,0 kg","1,3 m",70,65,60,125,90,65
0874,Stonjourner,Tipo roca,,Fuente energía,,,"520,0 kg","2,5 m",100,125,135,20,20,70
0875,Eiscue,Tipo hielo,,Cara de hielo,,,"89,0 kg","1,4 m",75,80,110,65,90,50
0876,Indeedee,Tipo psíquico,Tipo normal,Fuerza mental,,Psicogénesis,"28,0 kg","0,9 m",60,65,55,105,95,95
0877,Morpeko,Tipo eléctrico,Tipo siniestro,Mutapetito,,,"3,0 kg","0,3 m",58,95,58,70,58,97
0878,Cufant,Tipo acero,,Potencia bruta,,Metal pesado,"100,0 kg","1,2 m",72,80,49,40,49,40
0879,Copperajah,Tipo acero,,Potencia bruta,,Metal pesado,"650,0 kg","3,0 m",122,130,69,80,69,30
0880,Dracozolt,Tipo eléctrico,Tipo dragón,Absorbe electricidad,Entusiasmo,Ímpetu arena,"190,0 kg","1,8 m",90,100,90,80,70,75
0881,Arctozolt,Tipo eléctrico,Tipo hielo,Absorbe electricidad,Electricidad estática,Quitanieves,"150,0 kg","2,3 m",90,100,90,90,80,55
0882,Dracovish,Tipo agua,Tipo dragón,Absorbe agua,Mandíbula fuerte,Ímpetu arena,"215,0 kg","2,3 m",90,90,100,70,80,75
0883,Arctovish,Tipo agua,Tipo hielo,Absorbe agua,Gélido,Quitanieves,"175,0 kg","2,0 m",90,90,100,80,90,55
0884,Duraludon,Tipo acero,Tipo dragón,Metal liviano,Metal pesado,Acérrimo,"40,0 kg","1,8 m",70,95,115,120,50,85
0885,Dreepy,Tipo dragón,Tipo fantasma,Cuerpo puro,Allanamiento,Cuerpo maldito,"2,0 kg","0,5 m",28,60,30,40,30,82
0886,Drakloak,Tipo dragón,Tipo fantasma,Cuerpo puro,Allanamiento,Cuerpo maldito,"11,0 kg","1,4 m",68,80,50,60,50,102
0887,Dragapult,Tipo dragón,Tipo fantasma,Cuerpo puro,Allanamiento,Cuerpo maldito,"50,0 kg","3,0 m",88,120,75,100,75,142
0888,Zacian,Tipo hada,,Espada indómita,,,"110,0 kgGA355,0 kgES","2,8 m",92,120,115,80,115,138
0889,Zamazenta,Tipo lucha,,Escudo recio,,,"210,0 kgGA785,0 kgES","2,9 m",92,120,115,80,115,138
0890,Eternatus,Tipo veneno,Tipo dragón,Presión,,,"950,0 kg","20,0 m",140,85,95,145,95,130
0891,Kubfu,Tipo lucha,,Fuerza mental,,,"12,0 kg","0,6 m",60,90,60,53,50,72
0892,Urshifu,Tipo lucha,Tipo siniestro,Puño invisible,,,"105,0 kg","1,9 m",100,130,100,63,60,97
0893,Zarude,Tipo siniestro,Tipo planta,Defensa hoja,,,"70,0 kg","1,8 m",105,120,105,70,95,105
0894,Regieleki,Tipo eléctrico,,Transistor,,,"145,0 kg","1,2 m",80,100,50,100,50,200
0895,Regidrago,Tipo dragón,,Mandíbula dragón,,,"200,0 kg","2,1 m",200,100,50,100,50,80
0896,Glastrier,Tipo hielo,,Relincho blanco,,,"800,0 kg","2,2 m",100,145,130,65,110,30
0897,Spectrier,Tipo fantasma,,Relincho negro,,,"44,5 kg","2,0 m",100,65,60,145,80,130
0898,Calyrex,Tipo psíquico,Tipo planta,Nerviosismo,,,"7,7 kgC809,1 kgJG53,6 kgJE","1,1 mC2,4 mJG2,4 mJE",100,80,80,80,80,80
0899,Wyrdeer,Tipo normal,Tipo psíquico,Intimidación,Cacheo,Herbívoro,"95,1 kg","1,8 m",103,105,72,105,75,65
0900,Kleavor,Tipo bicho,Tipo roca,Enjambre,Potencia bruta,Cortante1,"89,0 kg","1,8 m",70,135,95,45,70,85
0901,Ursaluna,Tipo tierra,Tipo normal,Agallas,Antibalas,Nerviosismo,"290,0 Kg333,0 KgLc","2,4 m2,7 mLc",130,140,105,45,80,50
0902,Basculegion,Tipo agua,Tipo fantasma,Nado rápido,1,Rompemoldes,"110,0 kg","3,0 m",120,112,65,80,75,78
0903,Sneasler,Tipo lucha,Tipo veneno,Presión,Liviano,Toque tóxico,"43,0 kg","1,3 m",80,130,60,40,80,120
0904,Overqwil,Tipo siniestro,Tipo veneno,Nado rápido,Punto tóxico,Intimidación,"60,5 kg","2,5 m",85,115,95,65,65,85
0905,Enamorus,Tipo hada,Tipo volador,Gran encanto,1,RespondónFA,"48,0 kg","1,6 m",74,115,70,135,80,106
0906,Sprigatito,Tipo planta,,Espesura,,Mutatipo,"4,1 kg","0,4 m",40,61,54,45,45,65
0907,Floragato,Tipo planta,,Espesura,,Mutatipo,"12,2 kg","0,9 m",61,80,63,60,63,83
0908,Meowscarada,Tipo planta,Tipo siniestro,Espesura,,Mutatipo,"31,2 kg","1,5 m",76,110,70,81,70,123
0909,Fuecoco,Tipo fuego,,Mar llamas,,Ignorante,"9,8 kg","0,4 m",67,45,59,63,40,36
0910,Crocalor,Tipo fuego,,Mar llamas,,Ignorante,"30,7 kg","1,0 m",81,55,78,90,58,49
0911,Skeledirge,Tipo fuego,Tipo fantasma,Mar llamas,,Ignorante,"326,5 kg","1,6 m",104,75,100,110,75,66
0912,Quaxly,Tipo agua,,Torrente,,Autoestima,"6,1 kg","0,5 m",55,65,45,50,45,50
0913,Quaxwell,Tipo agua,,Torrente,,Autoestima,"21,5 kg","1,2 m",70,85,65,65,60,65
0914,Quaquaval,Tipo agua,Tipo lucha,Torrente,,Autoestima,"61,9 kg","1,8 m",85,120,80,85,75,85
0915,Lechonk,Tipo normal,,Velo aroma,Gula,Sebo,"10,2 kg","0,5 m",54,45,40,35,45,35
0916,Oinkologne,Tipo normal,,Olor persistente,,Sebo,"120,0 kg","1,0 m",110,100,75,59,80,65
0917,Tarountula,Tipo bicho,,Insomnio,,Vigilante,"4,0 kg","0,3 m",35,41,45,29,40,20
0918,Spidops,Tipo bicho,,Insomnio,,Vigilante,"16,5 kg","1,0 m",60,79,92,52,86,35
0919,Nymble,Tipo bicho,,Enjambre,,Cromolente,"1,0 kg","0,2 m",33,46,40,21,25,45
0920,Lokix,Tipo bicho,Tipo siniestro,Enjambre,,Cromolente,"17,5 kg","1,0 m",71,102,78,52,55,92
0921,Pawmi,Tipo eléctrico,,Electricidad estática,Cura natural,Puño férreo,"2,5 kg","0,3 m",45,50,20,40,25,60
0922,Pawmo,Tipo eléctrico,Tipo lucha,Absorbe electricidad,Cura natural,Puño férreo,"6,5 kg","0,4 m",60,75,40,50,40,85
0923,Pawmot,Tipo eléctrico,Tipo lucha,Absorbe electricidad,Cura natural,Puño férreo,"41,0 kg","0,9 m",70,115,70,70,60,105
0924,Tandemaus,Tipo normal,,Recogida,Fuga,Ritmo propio,"1,8 kg","0,3 m",50,50,45,40,45,75
0925,Maushold,Tipo normal,,Compiescolta,Carrillo,Experto,"2,8 kgFdC2,3 kgFdT","0,3 m",74,75,70,65,75,111
0926,Fidough,Tipo hada,,Ritmo propio,,Zoquete,"10,9 kg","0,3 m",37,55,70,30,55,65
0927,Dachsbun,Tipo hada,,Cuerpo horneado,,Velo aroma,"14,9 kg","0,5 m",57,80,115,50,80,95
0928,Smoliv,Tipo planta,Tipo normal,Madrugar,,Cosecha,"6,5 kg","0,3 m",41,35,45,58,51,30
0929,Dolliv,Tipo planta,Tipo normal,Madrugar,,Cosecha,"11,9 kg","0,6 m",52,53,60,78,78,33
0930,Arboliva,Tipo planta,Tipo normal,Disemillar,,Cosecha,"48,2 kg","1,4 m",78,69,90,125,109,39
0931,Squawkabilly,Tipo normal,Tipo volador,Intimidación,Entusiasmo,AgallasPV PAz Potencia brutaPAm PB,"2,4 kg","0,6 m",82,96,51,45,51,92
0932,Nacli,Tipo roca,,Sal purificadora,Robustez,Cuerpo puro,"16,0 kg","0,4 m",55,55,75,35,35,25
0933,Naclstack,Tipo roca,,Sal purificadora,Robustez,Cuerpo puro,"100,5 kg","0,6 m",60,60,100,35,65,35
0934,Garganacl,Tipo roca,,Sal purificadora,Robustez,Cuerpo puro,"240,0 kg","2,3 m",100,100,130,45,90,35
0935,Charcadet,Tipo fuego,,Absorbe fuego,,Cuerpo llama,"10,5 kg","0,6 m",40,50,40,50,40,35
0936,Armarouge,Tipo fuego,Tipo psíquico,Absorbe fuego,,Armadura frágil,"85,0 kg","1,5 m",85,60,100,125,80,75
0937,Ceruledge,Tipo fuego,Tipo fantasma,Absorbe fuego,,Armadura frágil,"62,0 kg","1,6 m",75,125,80,60,100,85
0938,Tadbulb,Tipo eléctrico,,Ritmo propio,Electricidad estática,Humedad,"0,4 kg","0,3 m",61,31,41,59,35,45
0939,Bellibolt,Tipo eléctrico,,Dinamo,Electricidad estática,Humedad,113 kg,"1,2 m",109,64,91,103,83,45
0940,Wattrel,Tipo eléctrico,Tipo volador,Energía eólica,Absorbe electricidad,Tenacidad,"3,6 kg","0,4 m",40,40,35,55,40,70
0941,Kilowattrel,Tipo eléctrico,Tipo volador,Energía eólica,Absorbe electricidad,Tenacidad,"38,6 kg","1,4 m",70,70,60,105,60,125
0942,Maschiff,Tipo siniestro,,Intimidación,Fuga,Vigilante,"16,0 kg","0,5 m",60,78,60,40,51,51
0943,Mabosstiff,Tipo siniestro,,Intimidación,Perro guardián,Vigilante,"61,0 kg","1,1 m",80,120,90,60,70,85
0944,Shroodle,Tipo veneno,Tipo normal,Liviano,Hurto,Bromista,"0,7 kg","0,2 m",40,65,35,40,35,75
0945,Grafaiai,Tipo veneno,Tipo normal,Liviano,Toque tóxico,Bromista,"27,2 kg","0,7 m",63,95,65,80,72,110
0946,Bramblin,Tipo planta,Tipo fantasma,Surcavientos,,Allanamiento,"0,6 kg","0,6 m",40,65,30,45,35,60
0947,Brambleghast,Tipo planta,Tipo fantasma,Surcavientos,,Allanamiento,"6,0 kg","1,2 m",55,115,70,80,70,90
0948,Toedscool,Tipo tierra,Tipo planta,Poder fúngico,,,"33,0 kg","0,9 m",40,40,35,50,100,70
0949,Toedscruel,Tipo tierra,Tipo planta,Poder fúngico,,,"58,0 kg","1,9 m",80,70,65,80,120,100
0950,Klawf,Tipo roca,,Coraza ira,Caparazón,Regeneración,"79,0 kg","1,3 m",70,100,115,35,55,75
0951,Capsakid,Tipo planta,,Clorofila,Insomnio,Zoquete,"3,0 kg","0,3 m",50,62,40,62,40,50
0952,Scovillain,Tipo planta,Tipo fuego,Clorofila,Insomnio,Veleta,"15,0 kg","0,9 m",65,108,65,108,65,75
0953,Rellor,Tipo bicho,,Ojo compuesto,,Mudar,"1,0 kg","0,2 m",41,50,60,31,58,30
0954,Rabsca,Tipo bicho,Tipo psíquico,Sincronía,,Telepatía,"3,5 kg","0,3 m",75,50,85,115,100,45
0955,Flittle,Tipo psíquico,,Anticipación,Cacheo,Impulso,"1,5 kg","0,2 m",30,35,30,55,30,75
0956,Espathra,Tipo psíquico,,Oportunista,Cacheo,Impulso,"90,0 kg","1,9 m",95,60,60,101,60,105
0957,Tinkatink,Tipo hada,Tipo acero,Rompemoldes,Ritmo propio,Hurto,"8,9 kg","0,4 m",50,45,45,35,64,58
0958,Tinkatuff,Tipo hada,Tipo acero,Rompemoldes,Ritmo propio,Hurto,"59,1 kg","0,7 m",65,55,55,45,82,78
0959,Tinkaton,Tipo hada,Tipo acero,Rompemoldes,Ritmo propio,Hurto,"112,8 kg","0,7 m",85,75,77,70,105,94
0960,Wiglett,Tipo agua,,Baba,Cobardía,Velo arena,"1,8 kg","1,2 m",10,55,25,35,25,95
0961,Wugtrio,Tipo agua,,Baba,Cobardía,Velo arena,"5,4 kg","1,2 m",35,100,50,50,70,120
0962,Bombirdier,Tipo volador,Tipo siniestro,Sacapecho,Vista lince,Transportarrocas,"42,9 kg","1,5 m",70,103,85,60,85,82
0963,Finizen,Tipo agua,,Velo agua,,,"60,2 kg","1,3 m",70,45,40,45,40,75
0964,Palafin,Tipo agua,,Cambio heroico,,,"60,2 kgFI97,4 kgFH","1,3 mFI1,8 mFH",100,70,72,53,62,100
0965,Varoom,Tipo acero,Tipo veneno,Funda,,Inicio lento,"35,0 kg","1,0 m",45,70,63,30,45,47
0966,Revavroom,Tipo acero,Tipo veneno,Funda,,Filtro,"120,0 kg","1,8 m",80,119,90,54,67,90
0967,Cyclizar,Tipo dragón,Tipo normal,Mudar,,Regeneración,"63,0 kg","1,6 m",70,95,65,85,65,121
0968,Orthworm,Tipo acero,,Geofagia,,Velo arena,"310,0 kg","2,5 m",70,85,145,60,55,65
0969,Glimmet,Tipo roca,Tipo veneno,Capa tóxica,,Corrosión,"8,0 kg","0,7 m",48,35,42,105,60,60
0970,Glimmora,Tipo roca,Tipo veneno,Capa tóxica,,Corrosión,"45,0 kg","1,5 m",83,55,90,130,81,86
0971,Greavard,Tipo fantasma,,Recogida,,Peluche,"35,0 kg","0,6 m",50,61,60,30,55,34
0972,Houndstone,Tipo fantasma,,Ímpetu arena,,Peluche,"15,0 kg","2,0 m",72,101,100,50,97,68
0973,Flamigo,Tipo volador,Tipo lucha,Intrépido,Tumbos,Unísono,"37,0 kg","1,6 m",82,115,74,75,64,90
0974,Cetoddle,Tipo hielo,,Sebo,Manto níveo,Potencia bruta,"45,0 kg","1,2 m",108,68,45,30,40,43
0975,Cetitan,Tipo hielo,,Sebo,Quitanieves,Potencia bruta,"700,0 kg","4,5 m",170,113,65,45,55,73
0976,Veluza,Tipo agua,Tipo psíquico,Rompemoldes,,Cortante,"90,0 kg","2,5 m",90,102,73,78,65,70
0977,Dondozo,Tipo agua,,Ignorante,Despiste,Velo agua,"220,0 kg","12,0 m",150,100,115,65,65,35
0978,Tatsugiri,Tipo dragón,Tipo agua,Comandar,,Colector,"8,0 kg","0,3 m",68,50,60,120,95,82
0979,Annihilape,Tipo lucha,Tipo fantasma,Espíritu vital,Fuerza mental,Competitivo,"56,0 kg","1,2 m",110,115,80,50,90,90
0980,Clodsire,Tipo veneno,Tipo tierra,Punto tóxico,Absorbe agua,Ignorante,"223,0 kg","1,8 m",130,75,60,45,100,20
0981,Farigiraf,Tipo normal,Tipo psíquico,Rumia,Cola armadura,Herbívoro,"160,0 kg","3,2 m",120,90,70,110,70,60
0982,Dudunsparce,Tipo normal,,Dicha,Fuga,Cobardía,"39,2 kgFb47,4 kgFt","3,6 mFb4,5 mFt",125,100,80,85,75,55
0983,Kingambit,Tipo siniestro,Tipo acero,Competitivo,General supremo,Presión,"120,0 kg","2,0 m",100,135,120,60,85,50
0984,Colmilargo,Tipo tierra,Tipo lucha,Paleosíntesis,,,"320,0 kg","2,2 m",115,131,131,53,53,87
0985,Colagrito,Tipo hada,Tipo psíquico,Paleosíntesis,,,"8,0 kg","1,2 m",115,65,99,65,115,111
0986,Furioseta,Tipo planta,Tipo siniestro,Paleosíntesis,,,"21,0 kg","1,2 m",111,127,99,79,99,55
0987,Melenaleteo,Tipo fantasma,Tipo hada,Paleosíntesis,,,"4,0 kg","1,4 m",55,55,55,135,135,135
0988,Reptalada,Tipo bicho,Tipo lucha,Paleosíntesis,,,"92,0 kg","3,2 m",85,135,79,85,105,81
0989,Pelarena,Tipo eléctrico,Tipo tierra,Paleosíntesis,,,"60,0 kg","2,3 m",85,81,97,121,85,101
0990,Ferrodada,Tipo tierra,Tipo acero,Carga cuark,,,"240,0 kg","0,9 m",90,112,120,72,70,106
0991,Ferrosaco,Tipo hielo,Tipo agua,Carga cuark,,,"11,0 kg","0,6 m",56,80,114,124,60,136
0992,Ferropalmas,Tipo lucha,Tipo eléctrico,Carga cuark,,,"380,7 kg","1,8 m",154,140,108,50,68,50
0993,Ferrocuello,Tipo siniestro,Tipo volador,Carga cuark,,,"111,0 kg","1,3 m",94,80,86,122,80,108
0994,Ferropolilla,Tipo fuego,Tipo veneno,Carga cuark,,,"36,0 kg","1,2 m",80,70,60,140,110,110
0995,Ferropúas,Tipo roca,Tipo eléctrico,Carga cuark,,,"303,0 kg","1,6 m",100,134,110,70,84,72
0996,Frigibax,Tipo dragón,Tipo hielo,Termoconversión,,Gélido,"17,0 kg","0,5 m",65,75,45,35,45,55
0997,Arctibax,Tipo dragón,Tipo hielo,Termoconversión,,Gélido,"30,0 kg","0,8 m",90,95,66,45,65,62
0998,Baxcalibur,Tipo dragón,Tipo hielo,Termoconversión,,Gélido,"210,0 kg","2,1 m",115,145,92,75,86,87
0999,Gimmighoul,Tipo fantasma,,Cobardía,,,"5,0 kgFC0,1 kgFA","0,3 mFC0,1 mFA",45,30,70,75,70,10
1000,Gholdengo,Tipo acero,Tipo fantasma,Cuerpo áureo,,,"30,0 kg","1,2 m",87,60,95,133,91,84
1001,Wo-Chien,Tipo siniestro,Tipo planta,Tablilla debacle,,,"74,2 kg","1,5 m",85,85,100,95,135,70
1002,Chien-Pao,Tipo siniestro,Tipo hielo,Espada debacle,,,"152,2 kg","1,9 m",80,120,80,90,65,135
1003,Ting-Lu,Tipo siniestro,Tipo tierra,Caldero debacle,,,"699,7 kg","2,7 m",155,110,125,55,80,45
1004,Chi-Yu,Tipo siniestro,Tipo fuego,Abalorio debacle,,,"4,9 kg","0,4 m",55,80,80,135,120,100
1005,Bramaluna,Tipo dragón,Tipo siniestro,Paleosíntesis,,,"380,0 kg","2,0 m",105,139,71,55,101,119
1006,Ferropaladín,Tipo hada,Tipo lucha,Carga cuark,,,"35,0 kg","1,4 m",74,130,90,120,60,116
1007,Koraidon,Tipo lucha,Tipo dragón,Latido oricalco,,,"303,0 kg","2,5 m",100,135,115,85,100,135
1008,Miraidon,Tipo eléctrico,Tipo dragón,Motor hadrónico,,,"240,0 kg","3,5 m",100,85,100,135,115,135
1009,Ondulagua,Tipo agua,Tipo dragón,Paleosíntesis,,,"280,0 kg","3,5 m",99,83,91,125,83,109
1010,Ferroverdor,Tipo planta,Tipo psíquico,Carga cuark,,,"125,0 kg","1,5 m",90,130,88,70,108,104
1011,Dipplin,Tipo planta,Tipo dragón,Néctar dulce,Gula,Viscosidad,"4,4 kg","0,4 m",80,80,110,95,80,40
1012,Poltchageist,Tipo planta,Tipo fantasma,Hospitalidad,,Ignífugo,"1,1 kg","0,1 m",40,45,45,74,54,50
1013,Sinistcha,Tipo planta,Tipo fantasma,Hospitalidad,,Ignífugo,"2,2 kg","0,2 m",71,60,106,121,80,70
1014,Okidogi,Tipo veneno,Tipo lucha,Cadena tóxica,,Perro guardián,"92,0 kg","1,8 m",88,128,115,58,86,80
1015,Munkidori,Tipo veneno,Tipo psíquico,Cadena tóxica,,Cacheo,"12,2 kg","1,0 m",88,75,66,130,90,106
1016,Fezandipiti,Tipo veneno,Tipo hada,Cadena tóxica,,Experto,"30,1 kg","1,4 m",88,91,82,70,125,99
1017,Ogerpon,Tipo planta,,Competitivo,,,"39,8 kg","1,2 m",80,120,84,60,96,110
1018,Archaludon,Tipo acero,Tipo dragón,Firmeza,Robustez,Acérrimo,"60,0 kg","2,0 m",90,105,130,125,65,85
1019,Hydrapple,Tipo planta,Tipo dragón,Néctar dulce,Regeneración,Viscosidad,"93,0 kg","1,8 m",106,80,110,120,80,44
1020,Flamariete,Tipo fuego,Tipo dragón,Paleosíntesis,,,"590,0 kg","3,5 m",105,115,121,65,93,91
1021,Electrofuria,Tipo eléctrico,Tipo dragón,Paleosíntesis,,,"480,0 kg","5,2 m",125,73,91,137,89,75
1022,Ferromole,Tipo roca,Tipo psíquico,Carga cuark,,,"162,5 kg","1,5 m",90,120,80,68,108,124
1023,Ferrotesta,Tipo acero,Tipo psíquico,Carga cuark,,,"156,0 kg","1,6 m",90,72,100,122,108,98
1024,Terapagos,Tipo normal,,Teracambio,,,"6,5 kgT
16,0 kgFT
77,0 kgFA","0,2 mT
0,3 mFT
1,7 mFA",90,65,85,65,85,60
1025,Pecharunt,Tipo veneno,Tipo fantasma,Títere tóxico,,,"0,3 kg","0,3 m",88,88,160,88,88,88
